,Open,High,Low,Close,Adj Close,Volume
2021-09-23,210.0,211.3109776496553,209.53784056982337,210.0,210.0,1000752
2021-09-24,218.4946355387692,220.56146274705992,218.3128834356725,218.4946355387692,218.4946355387692,373939
2021-09-25,208.63949746275068,208.8394508242123,206.63526221293534,208.63949746275068,208.63949746275068,1408753
2021-09-26,206.46540265306285,207.50129505176005,205.67708244545213,206.46540265306285,206.46540265306285,397445
2021-09-27,210.45742788333402,211.61512450153577,208.78162237570078,210.45742788333402,210.45742788333402,1183596
2021-09-28,212.998246804612,214.4245975710301,211.06997723594193,212.998246804612,212.998246804612,1172898
2021-09-29,212.9461796106363,213.97825965148917,210.97310877659584,212.9461796106363,212.9461796106363,1006797
2021-09-30,221.1605229384573,222.63974796745367,221.0976959238816,221.1605229384573,221.1605229384573,1123744
2021-10-01,214.94121306341484,216.7924444241066,214.1277830103219,214.94121306341484,214.94121306341484,867534
2021-10-02,225.57741556551156,225.8100022727755,223.53828149417262,225.57741556551156,225.57741556551156,855344
2021-10-03,242.76264098669503,244.44909805871984,240.3408719148765,242.76264098669503,242.76264098669503,1192217
2021-10-04,237.067187882416,237.15555831004008,236.47851319547595,237.067187882416,237.067187882416,1570889
2021-10-05,239.46567337046616,240.1557294976514,236.64788144001716,239.46567337046616,239.46567337046616,1202269
2021-10-06,255.0652700937696,256.3353992711453,254.55996350751616,255.0652700937696,255.0652700937696,937015
2021-10-07,262.53665795917647,262.61636243934686,262.5323419118277,262.53665795917647,262.53665795917647,1099662
2021-10-08,261.5935157902315,262.6828782841084,259.500844507677,261.5935157902315,261.5935157902315,655348
2021-10-09,273.2476323770938,273.303337795877,272.8085275962598,273.2476323770938,273.2476323770938,1070752
2021-10-10,267.67944188488343,270.5751301655559,266.77262804041806,267.67944188488343,267.67944188488343,732308
2021-10-11,266.8862610199758,267.4204791126992,266.0257420475846,266.8862610199758,266.8862610199758,1088297
2021-10-12,266.0034026984296,266.4768218081439,264.9267620432799,266.0034026984296,266.0034026984296,1333399
2021-10-13,271.71094616545065,272.81454042473916,270.6779590087184,271.71094616545065,271.71094616545065,1005212
2021-10-14,267.14952972454563,270.1524426342101,267.12925836432333,267.14952972454563,267.14952972454563,1143440
2021-10-15,262.0439268618359,262.55037509290406,260.5434722611151,262.0439268618359,262.0439268618359,589032
2021-10-16,251.74515239430878,251.8879382079036,250.68962340850905,251.74515239430878,251.74515239430878,1360681
2021-10-17,250.73775712021933,251.42798534188802,248.53884907407027,250.73775712021933,250.73775712021933,1291438
2021-10-18,258.85642632185466,259.93814806765783,257.342631346963,258.85642632185466,258.85642632185466,793319
2021-10-19,260.822400365584,263.3705613051163,259.9089517732194,260.822400365584,260.822400365584,925786
2021-10-20,265.19585867887423,266.83857755165246,263.80903033421174,265.19585867887423,265.19585867887423,817598
2021-10-21,265.91847092015587,266.78309645515424,264.2105732405955,265.91847092015587,265.91847092015587,863328
2021-10-22,267.5851476885341,268.94793327515254,267.2027202420441,267.5851476885341,267.5851476885341,1338452
2021-10-23,272.1205190614764,273.2482712863981,271.2979656453592,272.1205190614764,272.1205190614764,1023452
2021-10-24,266.9233996029864,267.0026597836945,266.5334658440201,266.9233996029864,266.9233996029864,1337350
2021-10-25,269.9644946280915,272.21363866780325,269.665633382914,269.9644946280915,269.9644946280915,1317837
2021-10-26,289.93047407876304,291.03685095956655,288.32454639244173,289.93047407876304,289.93047407876304,851236
2021-10-27,303.85512669460576,303.96137709879093,303.78756280546855,303.85512669460576,303.85512669460576,1116241
2021-10-28,305.0691793386422,306.8348386698017,303.9681606336418,305.0691793386422,305.0691793386422,1221373
2021-10-29,324.10406291628476,327.13287920650686,322.90843777030614,324.10406291628476,324.10406291628476,814629
2021-10-30,352.62538375442114,354.32033270823536,352.1794384628989,352.62538375442114,352.62538375442114,860809
2021-10-31,357.6940681518695,358.1536127596255,356.417517469441,357.6940681518695,357.6940681518695,963457
2021-11-01,370.28845925671476,372.9538184244918,370.2449934631366,370.28845925671476,370.28845925671476,1057443
2021-11-02,380.69698631593246,380.92404230524676,380.4078250522329,380.69698631593246,380.69698631593246,889135
2021-11-03,370.21121942065685,371.5247785662729,369.1730621469883,370.21121942065685,370.21121942065685,699887
2021-11-04,388.2549868992785,388.28117506360917,387.85550869823214,388.2549868992785,388.2549868992785,747217
2021-11-05,398.12470967046306,398.574228299543,395.7484970008801,398.12470967046306,398.12470967046306,1105997
2021-11-06,408.5075304694923,408.8591463129791,407.4848021420334,408.5075304694923,408.5075304694923,843071
2021-11-07,403.329598684121,406.13639535752526,403.2984680663398,403.329598684121,403.329598684121,1017786
2021-11-08,385.21287990653946,388.72419174800046,384.0460497293946,385.21287990653946,385.21287990653946,450967
2021-11-09,380.92558159575987,381.24319682392905,379.6140884600129,380.92558159575987,380.92558159575987,1041756
2021-11-10,392.59167937040564,394.2192979371705,390.8058987871409,392.59167937040564,392.59167937040564,1273030
2021-11-11,379.3757216568821,380.64557798447856,378.6078563097072,379.3757216568821,379.3757216568821,656886
2021-11-12,364.95614697899674,368.75797105657546,363.0575458851366,364.95614697899674,364.95614697899674,498762
2021-11-13,354.4215420875443,356.60910207635834,352.2102377841063,354.4215420875443,354.4215420875443,956343
2021-11-14,366.28853151005325,366.3465124947751,364.31338891913964,366.28853151005325,366.28853151005325,835184
2021-11-15,364.6364800374787,365.2203000502643,362.2404338139249,364.6364800374787,364.6364800374787,1045473
2021-11-16,363.05193753484326,363.88293773175025,361.63876164769147,363.05193753484326,363.05193753484326,1092510
2021-11-17,366.1511004327298,366.2863670107983,366.04482835735206,366.1511004327298,366.1511004327298,1472326
2021-11-18,376.65583133427145,377.71042126849824,375.35367753434787,376.65583133427145,376.65583133427145,912010
2021-11-19,376.23539688816754,378.42777824247395,374.27900267054576,376.23539688816754,376.23539688816754,876437
2021-11-20,389.9150325362358,389.91518410222494,389.717134695005,389.9150325362358,389.9150325362358,1057941
2021-11-21,378.37163832115584,380.9221505942414,378.21979149792645,378.37163832115584,378.37163832115584,465390
2021-11-22,388.25285773633925,388.42890505518506,387.2533356293447,388.25285773633925,388.25285773633925,889269
2021-11-23,384.26927003368365,385.20875737066746,383.4457246117099,384.26927003368365,384.26927003368365,1257856
2021-11-24,396.2903628614245,398.149715254016,395.8910800647443,396.2903628614245,396.2903628614245,898022
2021-11-25,405.3425931942144,408.58566389340604,405.3175193140135,405.3425931942144,405.3425931942144,932849
2021-11-26,421.499886362937,423.46085138704603,420.22820703011655,421.499886362937,421.499886362937,516662
2021-11-27,424.6287884829013,427.1948278792616,423.12751338692846,424.6287884829013,424.6287884829013,698867
2021-11-28,409.8059626594887,411.6768588146687,409.4573023670063,409.8059626594887,409.8059626594887,1080530
2021-11-29,436.0537459002481,437.74512988338194,435.27663558173833,436.0537459002481,436.0537459002481,955498
2021-11-30,386.6213106072521,389.6875416956324,384.8354452278726,386.6213106072521,386.6213106072521,1265146
2021-12-01,378.9945312488535,381.58441908913807,377.4949006639123,378.9945312488535,378.9945312488535,863735
2021-12-02,378.08937057939033,378.34453339618676,375.27196083648005,378.08937057939033,378.08937057939033,655487
2021-12-03,378.31443770344305,380.3222477254433,377.1436882067045,378.31443770344305,378.31443770344305,751312
2021-12-04,392.69672591677073,393.05118581431435,389.33327031533116,392.69672591677073,392.69672591677073,620698
2021-12-05,400.994793835602,401.2014884356088,400.50106512513577,400.994793835602,400.994793835602,866098
2021-12-06,390.99534010518045,391.40573611007056,390.43261588081333,390.99534010518045,390.99534010518045,983128
2021-12-07,392.04217697771725,394.5218839199774,389.05691921325945,392.04217697771725,392.04217697771725,954456
2021-12-08,376.8569025725886,378.1808229283099,374.99423948640333,376.8569025725886,376.8569025725886,1245691
2021-12-09,389.9828179170787,393.57979673807466,387.6773596240663,389.9828179170787,389.9828179170787,1218959
2021-12-10,393.4822619996332,395.51988787998437,392.27644473928837,393.4822619996332,393.4822619996332,778417
2021-12-11,397.94933685512024,400.2441003071406,396.4476084599398,397.94933685512024,397.94933685512024,1026514
2021-12-12,384.9682584722306,385.34269030253034,381.3261216323069,384.9682584722306,384.9682584722306,828409
2021-12-13,388.4000344468683,389.34440835567267,387.0483031448503,388.4000344468683,388.4000344468683,1024365
2021-12-14,367.4815514517466,368.8638973861469,364.1959135690007,367.4815514517466,367.4815514517466,893944
2021-12-15,352.445197213438,353.42305421562867,351.4446073908625,352.445197213438,352.445197213438,809016
2021-12-16,355.0310216108844,357.33687313451463,354.7737962350884,355.0310216108844,355.0310216108844,860876
2021-12-17,351.11964442206374,351.2458916122226,349.65920456720477,351.11964442206374,351.11964442206374,1000980
2021-12-18,365.166688520094,365.27482491015115,363.7386957347398,365.166688520094,365.166688520094,1453098
2021-12-19,368.0807252312548,370.5226042755617,366.02047567893044,368.0807252312548,368.0807252312548,1407835
2021-12-20,381.07984949109925,381.5839945475645,378.1801253850932,381.07984949109925,381.07984949109925,511686
2021-12-21,394.29330688747626,398.0201609690353,393.88854182376963,394.29330688747626,394.29330688747626,649277
2021-12-22,397.4973939853164,398.19647357212233,394.4953801753687,397.4973939853164,397.4973939853164,1502143
2021-12-23,421.5455215580484,423.8564624410742,420.75916711846287,421.5455215580484,421.5455215580484,1161244
2021-12-24,412.98654686994246,413.2706907370756,412.4666586711,412.98654686994246,412.98654686994246,1265450
2021-12-25,424.2551059521574,424.40275685992503,424.07630046748193,424.2551059521574,424.2551059521574,679525
2021-12-26,411.67906047757754,414.2651334935665,410.0976368354039,411.67906047757754,411.67906047757754,681133
2021-12-27,415.20829747945317,418.063828086993,412.36352558943673,415.20829747945317,415.20829747945317,913578
2021-12-28,416.2238300857014,417.5166716537491,414.7839816612929,416.2238300857014,416.2238300857014,1447343
2021-12-29,424.6710654233468,427.19059815988686,424.12925415059243,424.6710654233468,424.6710654233468,1395257
2021-12-30,448.6003928048376,450.447098876331,447.21429512595046,448.6003928048376,448.6003928048376,1228413
2021-12-31,446.0606498300442,447.80776573561525,445.52090473504325,446.0606498300442,446.0606498300442,1237812
